ZPVJPTD,ICVJPTD,Vicious Longsword Of Haste,One-Handed,"Vicious Longsword Of Haste$Insured$Weight: 7 Stones$Splintering Weapon 25%$Hit Stamina Leech 50%$Stamina Regeneration 6$Damage Increase 10%$Physical Damage 100%$Weapon Damage 14 - 18$Weapon Speed 3.5s$Strength Requirement 125$One-Handed Weapon$Skill Required: Swordsmanship$Durability 67 / 67$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
NUVJPTD,ICVJPTD,Radiant Scimitar,One-Handed,"Radiant Scimitar$Insured$Weight: 9 Stones$Splintering Weapon 30%$Hit Mana Leech 62%$Prized$Strength Bonus 4$Hit Point Regeneration 3$Stamina Regeneration 3$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
OUVJPTD,DLVJPTD,Platemail Gorget,Gorget,"Platemail Gorget$Insured$Weight: 2 Stones$Brittle$Fire Eater 15%$Strength Bonus 4$Dexterity Bonus 4$Mana Regeneration 3$Hit Chance Increase 4%$Defense Chance Increase 4%$Lower Mana Cost 10%$Lower Reagent Cost 20%$Physical Resist 5%$Fire Resist 3%$Cold Resist 17%$Poison Resist 3%$Energy Resist 22%$Strength Requirement 45$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
LUVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Meditation +15$Antique$Stamina Increase 4$Mana Regeneration 3$Luck 150$Enhance Potions 25%$Spell Damage Increase 15%$Faster Cast Recovery 4$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$ 
MUVJPTD,ICVJPTD,Katana,One-Handed,"Katana$Insured$Weight: 6 Stones$Splintering Weapon 20%$Hit Lightning 50%$Mage Weapon -20 Skill$Luck 70$Enhance Potions 10%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 125$One-Handed Weapon$Skill Required: Swordsmanship$Durability 32 / 32$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
RUVJPTD,ICVJPTD,Katana,One-Handed,"Katana$Insured$Weight: 6 Stones$Brittle$Splintering Weapon 20%$Hit Fireball 50%$Hit Mana Leech 43%$Mana Increase 4$Swing Speed Increase 30%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 25$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
SUVJPTD,ICVJPTD,Ornate Axe,Two-Handed,"Ornate Axe$Insured$Weight: 12 Stones$Splintering Weapon 25%$Battle Lust$Prized$Damage Increase 70%$Cold Resist 8%$Lower Requirements 70%$Physical Damage 100%$Weapon Damage 17 - 20$Weapon Speed 3.75s$Strength Requirement 13$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
QUVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Peacemaking +15$Antique$Intelligence Bonus 8$Mana Increase 4$Enhance Potions 25%$Defense Chance Increase 15%$Spell Damage Increase 15%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Major Artifact$ 
FUVJPTD,ICVJPTD,Vicious Assassin Spike Of Quality,One-Handed,"Vicious Assassin Spike Of Quality$Insured$Weight: 4 Stones$Splintering Weapon 20%$Hit Lightning 50%$Prized$Damage Increase 50%$Lower Requirements 70%$Energy Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 4$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
GUVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Tactics +15$Musicianship +15$Antique$Strength Bonus 8$Night Sight$Luck 100$Enhance Potions 25%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Major Artifact$ 
DUVJPTD,ICVJPTD,Radiant Scimitar,One-Handed,"Radiant Scimitar$Insured$Weight: 9 Stones$Splintering Weapon 20%$Hit Lightning 50%$Hit Poison Area 50%$Hit Stamina Leech 50%$Prized$Stamina Regeneration 6$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
EUVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Mysticism +15$Parrying +15$Antique$Dexterity Bonus 10$Stamina Increase 4$Mana Increase 5$Hit Chance Increase 15%$Defense Chance Increase 20%$Faster Cast Recovery 3$Durability 255 / 255$Legendary Artifact$ 
JUVJPTD,ICVJPTD,Double Axe,Two-Handed,"Double Axe$Insured$Weight: 8 Stones$Splintering Weapon 25%$Hit Fatigue 20%$Reflect Physical Damage 5%$Defense Chance Increase 10%$Physical Damage 100%$Weapon Damage 15 - 18$Weapon Speed 3.25s$Strength Requirement 45$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 71 / 71$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
HUVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Focus +20$Antique$Intelligence Bonus 8$Mana Regeneration 3$Hit Chance Increase 15%$Defense Chance Increase 15%$Spell Damage Increase 15%$Faster Casting 1$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
IUVJPTD,ICVJPTD,Vicious Assassin Spike,One-Handed,"Vicious Assassin Spike$Insured$Weight: 4 Stones$Splintering Weapon 25%$Hit Lightning 50%$Battle Lust$Prized$Enhance Potions 10%$Physical Damage 30%$Poison Damage 70%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 15$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
XTVJPTD,ICVJPTD,Invigorating Wild Staff Of Slaughter,One-Handed,"Invigorating Wild Staff Of Slaughter$Insured$Weight: 8 Stones$Splintering Weapon 20%$Hit Fireball 50%$Hit Point Regeneration 6$Stamina Regeneration 3$Mana Regeneration 3$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2.25s$Strength Requirement 15$One-Handed Weapon$Skill Required: Mace Fighting$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
YTVJPTD,DLVJPTD,Ringmail Sleeves,Arms,"Ringmail Sleeves$Insured$Weight: 15 Stones$Brittle$Kinetic Eater 15%$Intelligence Bonus 4$Stamina Increase 10$Hit Point Regeneration 4$Reflect Physical Damage 15%$Enhance Potions 2%$Defense Chance Increase 4%$Lower Mana Cost 8%$Physical Resist 3%$Fire Resist 3%$Cold Resist 1%$Poison Resist 5%$Energy Resist 3%$Mage Armor$Strength Requirement 40$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Artifact$ "
VTVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Evaluate Intelligence +15$Stealth +15$Antique$Mana Regeneration 3$Defense Chance Increase 15%$Faster Cast Recovery 4$Faster Casting 1$Lower Mana Cost 8%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$ 
WTVJPTD,ICVJPTD,Invigorating Kryss,One-Handed,"Invigorating Kryss$Insured$Weight: 2 Stones$Splintering Weapon 20%$Hit Fireball 50%$Hit Point Regeneration 3$Stamina Regeneration 6$Mana Regeneration 3$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 10$One-Handed Weapon$Skill Required: Fencing$Durability 50 / 50$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
BUVJPTD,DLVJPTD,Chainmail Coif,Helm,"Chainmail Coif$Insured$Weight: 7 Stones$Brittle$Cold Eater 12%$Strength Bonus 4$Hit Point Regeneration 3$Stamina Regeneration 4$Mana Regeneration 3$Reflect Physical Damage 15%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Physical Resist 19%$Fire Resist 4%$Cold Resist 4%$Poison Resist 16%$Energy Resist 2%$Lower Requirements 70%$Mage Armor$Strength Requirement 18$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
CUVJPTD,DLVJPTD,Leaf Tonlet,Legs,"Leaf Tonlet$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 2%$Intelligence Bonus 4$Stamina Increase 8$Mana Increase 10$Hit Point Regeneration 1$Stamina Regeneration 1$Mana Regeneration 1$Luck 100$Enhance Potions 2%$Lower Mana Cost 10%$Physical Resist 17%$Fire Resist 23%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 10$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
AUVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Ninjitsu +15$Stealth +15$Animal Taming +20$Mace Fighting +15$Antique$Luck 100$Defense Chance Increase 15%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$ 
PTVJPTD,ICVJPTD,Vicious War Cleaver,Two-Handed,"Vicious War Cleaver$Insured$Weight: 10 Stones$Splintering Weapon 25%$Hit Mana Drain 50%$Battle Lust$Prized$Luck 60$Damage Increase 70%$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2.25s$Strength Requirement 15$Two-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
QTVJPTD,DLVJPTD,Leaf Arms,Arms,"Leaf Arms$Insured$Weight: 2 Stones$Elves Only$Brittle$Poison Eater 12%$Strength Bonus 2$Dexterity Bonus 4$Intelligence Bonus 4$Hit Point Increase 5$Mana Increase 8$Hit Point Regeneration 1$Mana Regeneration 1$Enhance Potions 2%$Lower Mana Cost 8%$Physical Resist 17%$Fire Resist 18%$Cold Resist 22%$Poison Resist 19%$Energy Resist 24%$Strength Requirement 15$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
NTVJPTD,ICVJPTD,Vicious War Fork,One-Handed,"Vicious War Fork$Insured$Weight: 9 Stones$Splintering Weapon 25%$Hit Magic Arrow 60%$Hit Cold Area 50%$Hit Life Leech 62%$Prized$Dexterity Bonus 4$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 45$One-Handed Weapon$Skill Required: Fencing$Durability 106 / 106$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
OTVJPTD,ICVJPTD,Vicious Elven Machete,One-Handed,"Vicious Elven Machete$Insured$Weight: 6 Stones$Brittle$Splintering Weapon 20%$Hit Fireball 70%$Hit Life Leech 68%$Damage Increase 70%$Energy Resist 5%$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
TTVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Archery +15$Discordance +15$Antique$Stamina Increase 4$Enhance Potions 25%$Hit Chance Increase 15%$Defense Chance Increase 20%$Spell Damage Increase 18%$Energy Resist 15%$Durability 255 / 255$Legendary Artifact$ 
UTVJPTD,ICVJPTD,Kryss,One-Handed,"Kryss$Insured$Weight: 2 Stones$Splintering Weapon 20%$Hit Fireball 50%$Hit Life Leech 50%$Hit Fatigue 50%$Spell Channeling$Prized$Faster Casting -1$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 10$One-Handed Weapon$Skill Required: Fencing$Durability 85 / 85$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
RTVJPTD,ICVJPTD,Leafblade,One-Handed,"Leafblade$Insured$Weight: 8 Stones$Splintering Weapon 20%$Hit Fireball 50%$Hit Lower Defense 50%$Spider Slayer$Prized$Damage Increase 50%$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Fencing$Durability 120 / 120$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
STVJPTD,ICVJPTD,Broadsword,One-Handed,"Broadsword$Insured$Weight: 6 Stones$Splintering Weapon 20%$Hit Fireball 50%$Prized$Luck 80$Enhance Potions 10%$Hit Chance Increase 15%$Physical Damage 100%$Weapon Damage 13 - 17$Weapon Speed 3.25s$Strength Requirement 30$One-Handed Weapon$Skill Required: Swordsmanship$Durability 52 / 52$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
HTVJPTD,ICVJPTD,Vicious Katana,One-Handed,"Vicious Katana$Insured$Weight: 6 Stones$Splintering Weapon 25%$Hit Dispel 50%$Lower Requirements 70%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 7$One-Handed Weapon$Skill Required: Swordsmanship$Durability 84 / 84$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
ITVJPTD,ICVJPTD,Vicious Spear,Two-Handed,"Vicious Spear$Insured$Weight: 7 Stones$Durability +100%$Splintering Weapon 20%$Hit Mana Leech 55%$Prized$Hit Chance Increase 20%$Damage Increase 70%$Physical Damage 100%$Weapon Damage 13 - 16$Weapon Speed 2.75s$Strength Requirement 50$Two-Handed Weapon$Skill Required: Fencing$Durability 92 / 92$* Requires The ""Stygian Abyss"" Expansion$Greater Artifact$ "
LTVJPTD,DLVJPTD,Hide Gorget,Gorget,"Hide Gorget$Insured$Weight: 3 Stones$Elves Only$Brittle$Poison Eater 12%$Strength Bonus 4$Intelligence Bonus 4$Hit Point Increase 7$Mana Increase 8$Reflect Physical Damage 15%$Defense Chance Increase 4%$Physical Resist 3%$Fire Resist 18%$Cold Resist 19%$Poison Resist 3%$Energy Resist 2%$Mage Armor$Strength Requirement 15$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Artifact$ "
MTVJPTD,ICVJPTD,Rune Blade,Two-Handed,"Rune Blade$Insured$Weight: 7 Stones$Splintering Weapon 25%$Hit Lower Attack 50%$Prized$Mana Regeneration 3$Defense Chance Increase 15%$Lower Requirements 70%$Physical Damage 100%$Weapon Damage 14 - 17$Weapon Speed 3s$Strength Requirement 9$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
JTVJPTD,ICVJPTD,Invigorating Dagger Of Slaughter,One-Handed,"Invigorating Dagger Of Slaughter$Insured$Weight: 1 Stone$Splintering Weapon 25%$Prized$Hit Point Regeneration 6$Stamina Regeneration 3$Mana Regeneration 6$Hit Chance Increase 15%$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 10$One-Handed Weapon$Skill Required: Fencing$Durability 31 / 31$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
ATVJPTD,ICVJPTD,Lance,One-Handed,"Lance$Insured$Weight: 12 Stones$Splintering Weapon 25%$Hit Stamina Leech 50%$Spider Slayer$Prized$Dexterity Bonus 4$Poison Resist 5%$Physical Damage 100%$Weapon Damage 18 - 22$Weapon Speed 4.25s$Strength Requirement 95$One-Handed Weapon$Skill Required: Fencing$Durability 102 / 102$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
XSVJPTD,ICVJPTD,Vicious Club Of The Vampire,One-Handed,"Vicious Club Of The Vampire$Insured$Weight: 9 Stones$Splintering Weapon 20%$Hit Lightning 50%$Hit Stamina Leech 50%$Hit Life Leech 62%$Prized$Damage Increase 50%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 40$One-Handed Weapon$Skill Required: Mace Fighting$Durability 36 / 36$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
YSVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Parrying +15$Magery +15$Antique$Dexterity Bonus 8$Mana Increase 4$Hit Chance Increase 15%$Defense Chance Increase 15%$Spell Damage Increase 15%$Lower Mana Cost 8%$Poison Resist 15%$Durability 255 / 255$Major Artifact$ 
DTVJPTD,ICVJPTD,Radiant Scimitar,One-Handed,"Radiant Scimitar$Insured$Weight: 9 Stones$Durability +100%$Splintering Weapon 25%$Hit Lightning 50%$Hit Lower Attack 50%$Prized$Dexterity Bonus 4$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 120 / 120$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
BTVJPTD,ICVJPTD,Vicious Leafblade,One-Handed,"Vicious Leafblade$Insured$Weight: 8 Stones$Splintering Weapon 25%$Hit Cold Area 70%$Battle Lust$Strength Bonus 4$Luck 80$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
CTVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Peacemaking +15$Antique$Strength Bonus 10$Intelligence Bonus 10$Mana Increase 4$Hit Chance Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Lower Reagent Cost 25%$Durability 255 / 255$Legendary Artifact$ 
RSVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Resisting Spells +15$Animal Lore +15$Antique$Mana Regeneration 3$Enhance Potions 35%$Hit Chance Increase 15%$Defense Chance Increase 15%$Lower Mana Cost 8%$Durability 255 / 255$Major Artifact$ 
SSVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Antique$Dexterity Bonus 10$Night Sight$Enhance Potions 25%$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Casting 1$Lower Mana Cost 8%$Damage Increase 25%$Fire Resist 15%$Durability 255 / 255$Major Artifact$ 
PSVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Parrying +10$Animal Taming +15$Antique$Luck 150$Hit Chance Increase 15%$Spell Damage Increase 15%$Faster Casting 1$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$ 
QSVJPTD,DLVJPTD,Ringmail Tunic,Chest,"Ringmail Tunic$Insured$Weight: 15 Stones$Brittle$Kinetic Eater 12%$Casting Focus 2%$Dexterity Bonus 5$Intelligence Bonus 4$Hit Point Increase 5$Mana Increase 8$Hit Point Regeneration 3$Mana Regeneration 4$Hit Chance Increase 4%$Physical Resist 3%$Fire Resist 3%$Cold Resist 16%$Poison Resist 20%$Energy Resist 3%$Strength Requirement 40$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
WSVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Animal Taming +15$Antique$Night Sight$Enhance Potions 25%$Hit Chance Increase 20%$Spell Damage Increase 15%$Faster Casting 1$Lower Reagent Cost 20%$Physical Resist 15%$Durability 255 / 255$Major Artifact$ 
TSVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Mace Fighting +15$Antique$Dexterity Bonus 10$Mana Regeneration 3$Night Sight$Enhance Potions 25%$Defense Chance Increase 15%$Faster Casting 1$Damage Increase 25%$Durability 255 / 255$Major Artifact$ 
USVJPTD,DLVJPTD,Woodland Gauntlets,Gloves,"Woodland Gauntlets$Insured$Weight: 2 Stones$Elves Only$Brittle$Kinetic Eater 12%$Casting Focus 3%$Hit Point Increase 7$Mana Increase 8$Hit Point Regeneration 3$Stamina Regeneration 3$Mana Regeneration 3$Lower Mana Cost 8%$Physical Resist 5%$Fire Resist 3%$Cold Resist 2%$Poison Resist 3%$Energy Resist 17%$Mage Armor$Strength Requirement 70$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
JSVJPTD,ICVJPTD,Vicious Hammer Pick,One-Handed,"Vicious Hammer Pick$Insured$Weight: 9 Stones$Splintering Weapon 25%$Damage Increase 50%$Cold Resist 10%$Physical Damage 100%$Weapon Damage 13 - 17$Weapon Speed 3.25s$Strength Requirement 45$One-Handed Weapon$Skill Required: Mace Fighting$Durability 63 / 63$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
HSVJPTD,ICVJPTD,Vicious Viking Sword,One-Handed,"Vicious Viking Sword$Insured$Weight: 6 Stones$Splintering Weapon 20%$Hit Fireball 70%$Hit Mana Leech 68%$Battle Lust$Prized$Swing Speed Increase 30%$Physical Damage 100%$Weapon Damage 15 - 19$Weapon Speed 3.75s$Strength Requirement 40$One-Handed Weapon$Skill Required: Swordsmanship$Durability 86 / 86$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
OSVJPTD,ICVJPTD,Club,One-Handed,"Club$Insured$Weight: 9 Stones$Splintering Weapon 20%$Hit Lightning 50%$Enhance Potions 5%$Physical Resist 5%$Use Best Weapon Skill$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 40$One-Handed Weapon$Skill Required: Mace Fighting$Durability 36 / 36$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
MSVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Musicianship +15$Antique$Intelligence Bonus 8$Stamina Increase 4$Luck 100$Hit Chance Increase 15%$Defense Chance Increase 20%$Spell Damage Increase 15%$Faster Cast Recovery 4$Lower Mana Cost 8%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$ 
BNVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Ninjitsu +5$Antique$Mana Increase 5$Luck 120$Hit Chance Increase 20%$Defense Chance Increase 20%$Spell Damage Increase 18%$Faster Cast Recovery 3$Lower Mana Cost 8%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
CNVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Necromancy +15$Antique$Stamina Increase 4$Night Sight$Hit Chance Increase 15%$Spell Damage Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Damage Increase 25%$Physical Resist 15%$Durability 255 / 255$Major Artifact$ 
HNVJPTD,ICVJPTD,Diamond Mace,One-Handed,"Diamond Mace$Insured$Weight: 10 Stones$Splintering Weapon 20%$Hit Lightning 50%$Hit Stamina Leech 50%$Hit Point Regeneration 3$Energy Resist 10%$Physical Damage 100%$Weapon Damage 13 - 17$Weapon Speed 3.25s$Strength Requirement 35$One-Handed Weapon$Skill Required: Mace Fighting$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
INVJPTD,ICVJPTD,Pitchfork,Two-Handed,"Pitchfork$Insured$Weight: 11 Stones$Splintering Weapon 25%$Hit Magic Arrow 50%$Hit Mana Drain 50%$Prized$Hit Chance Increase 15%$Defense Chance Increase 15%$Physical Damage 100%$Weapon Damage 12 - 15$Weapon Speed 2.5s$Strength Requirement 50$Two-Handed Weapon$Skill Required: Fencing$Durability 44 / 44$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
FNVJPTD,ICVJPTD,Vicious Radiant Scimitar,One-Handed,"Vicious Radiant Scimitar$Insured$Weight: 9 Stones$Splintering Weapon 25%$Hit Lightning 50%$Hit Physical Area 60%$Prized$Mana Regeneration 3$Luck 50$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
GNVJPTD,ICVJPTD,Leafblade,One-Handed,"Leafblade$Insured$Weight: 8 Stones$Splintering Weapon 20%$Hit Fireball 50%$Stamina Regeneration 3$Enhance Potions 5%$Hit Chance Increase 15%$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
VMVJPTD,ICVJPTD,Assassin Spike,One-Handed,"Assassin Spike$Insured$Weight: 4 Stones$Splintering Weapon 20%$Hit Lightning 50%$Enhance Potions 5%$Cold Resist 10%$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 15$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
WMVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Peacemaking +15$Mysticism +15$Antique$Strength Bonus 8$Stamina Increase 4$Hit Chance Increase 15%$Defense Chance Increase 20%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
UMVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Bushido +20$Meditation +15$Antique$Strength Bonus 8$Mana Regeneration 3$Enhance Potions 25%$Defense Chance Increase 15%$Spell Damage Increase 15%$Physical Resist 15%$Durability 255 / 255$Major Artifact$ 
ANVJPTD,ICVJPTD,Lance,One-Handed,"Lance$Insured$Weight: 12 Stones$Splintering Weapon 20%$Hit Fireball 50%$Stamina Regeneration 3$Swing Speed Increase 30%$Fire Resist 5%$Physical Damage 100%$Weapon Damage 18 - 22$Weapon Speed 4.25s$Strength Requirement 95$One-Handed Weapon$Skill Required: Fencing$Durability 90 / 90$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
YMVJPTD,ICVJPTD,Vicious Assassin Spike,One-Handed,"Vicious Assassin Spike$Insured$Weight: 4 Stones$Durability +100%$Splintering Weapon 25%$Hit Cold Area 70%$Battle Lust$Prized$Enhance Potions 5%$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 15$One-Handed Weapon$Skill Required: Fencing$Durability 120 / 120$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
NMVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Mysticism +15$Parrying +15$Tactics +15$Antique$Strength Bonus 10$Intelligence Bonus 8$Mana Regeneration 3$Luck 100$Enhance Potions 25%$Defense Chance Increase 15%$Faster Casting 1$Durability 255 / 255$Legendary Artifact$ 
OMVJPTD,DLVJPTD,Leather Gorget,Gorget,"Leather Gorget$Insured$Weight: 1 Stone$Brittle$Poison Eater 3%$Casting Focus 2%$Strength Bonus 1$Intelligence Bonus 4$Stamina Increase 10$Mana Increase 4$Hit Point Regeneration 1$Mana Regeneration 1$Hit Chance Increase 2%$Lower Mana Cost 8%$Physical Resist 22%$Fire Resist 24%$Cold Resist 23%$Poison Resist 18%$Energy Resist 23%$Strength Requirement 20$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
MMVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Magery +5$Antique$Strength Bonus 8$Dexterity Bonus 8$Mana Regeneration 4$Enhance Potions 35%$Hit Chance Increase 20%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
